author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296470579/,Москва,sale,flat,3,15,3,104.0,-1,0,65200000,Аэропорт,Ленинградский проспект,36с39,Динамо,ВТБ Арена парк
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/279871964/,Москва,sale,flat,7,10,3,190.0,-1,0,139000000,Басманный,Нижняя Красносельская ,35С50,Бауманская,TriBeCa APARTMENTS
Дмитрий Казаченко,realtor,https://www.cian.ru/sale/flat/301187444/,Москва,sale,flat,5,10,3,63.0,-1,0,13850000,Южное Бутово, Брусилова,33к1,Щербинка,
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/300822468/,Москва,sale,flat,5,21,3,116.8,-1,0,120000000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300006012/,Москва,sale,flat,8,8,3,81.0,-1,0,50000000,Арбат, Арбат,51С1,Смоленская,
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301599185/,Москва,sale,flat,6,8,3,59.0,-1,0,18500000,Даниловский,Автозаводская ,11,Автозаводская,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300539749/,Москва,sale,flat,8,8,3,81.0,-1,0,50000000,Арбат, Арбат,51С1,Смоленская,
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301559691/,Москва,sale,flat,2,4,3,140.0,-1,0,226688459,Мещанский,Рождественский бульвар,10/7С1,Трубная,
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/299508883/,Москва,sale,flat,5,9,3,54.0,-1,0,13300000,Ясенево,Новоясеневский проспект,21К1,Новоясеневская,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300539712/,Москва,sale,flat,2,7,3,90.0,-1,0,80000000,Пресненский,Большой Козихинский переулок,19/6,Пушкинская,
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/297954913/,Москва,sale,flat,8,9,3,96.0,-1,0,89999999,Можайский, Вересаева,9,Давыдково,Аристократ
Правовой центр жилья,real_estate_agent,https://www.cian.ru/sale/flat/300525625/,Москва,sale,flat,6,11,3,70.6,-1,0,34300000,Пресненский,Глубокий переулок,1/2,Краснопресненская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/295370167/,Москва,sale,flat,2,6,3,110.5,-1,0,99000000,Пресненский,Малая Бронная ,32,Маяковская,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300871845/,Москва,sale,flat,3,15,3,95.0,-1,0,35000000,Пресненский,Зоологическая ,30С2,Баррикадная,
Космополис,real_estate_agent,https://www.cian.ru/sale/flat/300818798/,Москва,sale,flat,2,20,3,75.0,-1,0,29000000,Академический,Новочеремушкинская ,35,Профсоюзная,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/301263975/,Москва,sale,flat,3,16,3,183.9,-1,0,275075400,Арбат,Малый Новопесковский переулок,8,Смоленская,Дом на Смоленской набережной
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/289779308/,Москва,sale,flat,5,6,3,200.8,-1,0,167552339,Тверской,1-й Колобовский переулок,14,Трубная,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/301269319/,Москва,sale,flat,11,14,3,64.7,-1,0,17000000,Лосиноостровский, Коминтерна,22К1,Бабушкинская,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/300749905/,Москва,sale,flat,5,9,3,117.0,-1,0,65500000,Тверской,Большой Каретный переулок,24с2,Цветной бульвар,Каретный плаза
ID 1390606,real_estate_agent,https://www.cian.ru/sale/flat/299735585/,Москва,sale,flat,5,14,3,110.0,-1,0,198800000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Владис,real_estate_agent,https://www.cian.ru/sale/flat/301224529/,Москва,sale,flat,11,16,3,63.5,-1,0,15900000,Очаково-Матвеевское,Очаковское шоссе,6К4,Аминьевская,
Premium Moscow,real_estate_agent,https://www.cian.ru/sale/flat/301734699/,Москва,sale,flat,6,13,3,107.5,-1,0,160500000,Хамовники, Усачева,11Б,Спортивная,Садовые кварталы
Premium Moscow,real_estate_agent,https://www.cian.ru/sale/flat/301734686/,Москва,sale,flat,8,15,3,138.57,-1,0,159355000,Хамовники, Усачева,15,Спортивная,Садовые кварталы
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/295371756/,Москва,sale,flat,5,33,3,115.0,-1,0,125000000,Таганский,Котельническая набережная,1/15кВ,Китай-город,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/293668197/,Москва,sale,flat,4,5,3,150.8,-1,0,219580001,Пресненский,Леонтьевский переулок,11,Тверская,Леонтьевский 11
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/295229141/,Москва,sale,flat,6,12,3,107.0,-1,0,160500000,Хамовники, Усачева,11Б,Спортивная,Садовые кварталы
ФЛИП,real_estate_agent,https://www.cian.ru/sale/flat/301352993/,Москва,sale,flat,8,9,3,68.3,-1,0,15500000,Ясенево,проезд Карамзина,1К1,Ясенево,
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/295291816/,Москва,sale,flat,4,7,3,160.0,-1,0,199000000,Пресненский,Хлыновский тупик,4,Арбатская,
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/288962979/,Москва,sale,flat,4,6,3,143.7,-1,0,167000000,Пресненский,Большой Гнездниковский переулок,3,Пушкинская,Респект
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300005990/,Москва,sale,flat,7,11,3,115.2,-1,0,54990000,Мещанский,Троицкая ,9К1,Цветной бульвар,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300149305/,Москва,sale,flat,14,17,3,119.0,-1,0,79000000,Арбат, Новый Арбат,29,Смоленская,
ID 14953,realtor,https://www.cian.ru/sale/flat/288452371/,Москва,sale,flat,13,14,3,92.0,-1,0,76999999,Таганский,Гончарная ,38,,
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299609442/,Москва,sale,flat,9,18,3,128.0,-1,0,68000000,Пресненский,Шмитовский проезд,20,Москва-Сити,Дом на Пресне
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/294106848/,Москва,sale,flat,4,6,3,145.0,-1,0,167000000,Пресненский,Большой Гнездниковский переулок,3,Пушкинская,Респект
Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/296315046/,Москва,sale,flat,14,17,3,119.0,-1,0,79000000,Арбат, Новый Арбат,29,Смоленская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301478872/,Москва,sale,flat,17,41,3,88.3,-1,0,58500000,Хорошевский,Ленинградский проспект,37/7,Аэропорт,Прайм Парк
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297085772/,Москва,sale,flat,4,12,3,135.0,-1,0,135000000,Замоскворечье,Климентовский переулок,2,Новокузнецкая,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/296204878/,Москва,sale,flat,4,12,3,135.0,-1,0,135000000,Замоскворечье,Климентовский переулок,2,Новокузнецкая,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/296202679/,Москва,sale,flat,5,20,3,116.7,-1,0,120000000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301478884/,Москва,sale,flat,9,36,3,70.6,-1,0,52000000,Хорошевский,Ленинградский проспект,37/4,ЦСКА,Прайм Парк
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/300342112/,Москва,sale,flat,40,51,3,78.0,-1,0,37990000,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56"
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/294675252/,Москва,sale,flat,4,7,3,131.4,-1,0,108320299,Пресненский,Никитский бульвар,12,Арбатская,
Bespoke Estate,real_estate_agent,https://www.cian.ru/sale/flat/301159873/,Москва,sale,flat,22,53,3,130.0,-1,0,100000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
ID 47234297,homeowner,https://www.cian.ru/sale/flat/298474271/,Москва,sale,flat,2,24,3,90.0,-1,0,33600000,Хорошево-Мневники, Народного Ополчения,11,Народное Ополчение,Wellton park
BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/287785206/,Москва,sale,flat,8,15,3,119.5,-1,0,155350000,Хамовники, Усачева,15кВ,Спортивная,Садовые кварталы
Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/301012836/,Москва,sale,flat,4,14,3,114.0,-1,0,90000000,Дорогомилово,набережная Тараса Шевченко,1,Киевская,
SKYEST,real_estate_agent,https://www.cian.ru/sale/flat/299504460/,Москва,sale,flat,8,18,3,102.0,-1,0,111998000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
IZRAEV invest club,real_estate_agent,https://www.cian.ru/sale/flat/301024064/,Москва,sale,flat,23,29,3,79.3,-1,0,29999999,Очаково-Матвеевское,Аминьевское шоссе,4Дк2,Аминьевская,Вестердам
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299611000/,Москва,sale,flat,21,36,3,86.5,-1,0,49500000,Хорошево-Мневники,Шелепихинская набережная,34к1,Шелепиха,Сердце Столицы
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301647592/,Москва,sale,flat,8,19,3,73.4,-1,0,46000000,Хорошево-Мневники,Шелепихинская набережная,34к2,Шелепиха,Сердце Столицы
Екатерина Боброва,realtor,https://www.cian.ru/sale/flat/300364688/,Москва,sale,flat,9,10,3,60.0,-1,0,27400000,ЛУЧШАЯ кв-ра в е!Свежий ремонт3-комн. квартира,60 м²,,,
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/298504143/,Москва,sale,flat,11,14,3,70.0,-1,0,41900000,Раменки,проспект Генерала Дорохова,39к2,Минская,Собрание клубных домов West Garden
Alpha Star Properties,real_estate_agent,https://www.cian.ru/sale/flat/276263875/,Москва,sale,flat,8,19,3,130.0,-1,0,95000000,Раменки,Ломоносовский проспект,29к3,Ломоносовский проспект,Квартал Шуваловский
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/299050567/,Москва,sale,flat,3,14,3,69.0,-1,0,36000000,Раменки,проспект Генерала Дорохова,39к2Л,Минская,Собрание клубных домов West Garden
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/296106303/,Москва,sale,flat,39,65,3,223.3,-1,0,229229500,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300095364/,Москва,sale,flat,46,46,3,85.0,-1,0,56000000,Даниловский,Дубининская ,59А,Павелецкая,Павелецкая Сити
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300101711/,Москва,sale,flat,5,6,3,107.0,-1,0,60000000,Красносельский,Сретенский бульвар,6/1С2,Тургеневская,
Ключи,real_estate_agent,https://www.cian.ru/sale/flat/301352175/,Москва,sale,flat,4,8,3,87.3,-1,0,20300000,Нагатино-Садовники,Каширский проезд,1/1,Варшавская,
Князев и Партнёры,real_estate_agent,https://www.cian.ru/sale/flat/299495945/,Москва,sale,flat,4,6,3,68.5,-1,0,22990000,Басманный,Спартаковский переулок,26С2,Бауманская,
Ольга Машкина,realtor,https://www.cian.ru/sale/flat/296631490/,Москва,sale,flat,5,9,3,60.0,-1,0,13500000,Северное Тушино, Вилиса Лациса,11К4,Планерная,
ID 52789171,unknown,https://www.cian.ru/sale/flat/300527453/,Москва,sale,flat,8,9,3,82.0,-1,0,20800000,Южное Бутово,Чечерский проезд,34,Улица Горчакова,
ТСН Владис,real_estate_agent,https://www.cian.ru/sale/flat/300597924/,Москва,sale,flat,4,5,3,47.7,-1,0,15500000,Войковский,4-й Войковский проезд,3,Войковская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301110099/,Москва,sale,flat,1,9,3,60.0,-1,0,10999999,Ярославский,Холмогорская ,7,Медведково,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300661318/,Москва,sale,flat,8,29,3,80.0,-1,0,37400000,Раменки,Мосфильмовская ,74Б,Ломоносовский проспект,Мосфильмовская
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301565978/,Москва,sale,flat,8,12,3,62.3,-1,0,15000000,Люблино,Тихорецкий бульвар,14К2,Люблино,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301319293/,Москва,sale,flat,2,14,3,71.2,-1,0,46500000,Раменки,проспект Генерала Дорохова,39к1Б,Минская,Собрание клубных домов West Garden
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/301381549/,Москва,sale,flat,8,9,3,62.0,-1,0,18800000,Кунцево,Молодогвардейская ,3,Кунцевская,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/301344783/,Москва,sale,flat,3,9,3,110.5,-1,0,97500000,Тверской, Фадеева,4А,Новослободская,Итальянский Квартал
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/295295279/,Москва,sale,flat,7,16,3,121.0,-1,0,103000000,Хамовники,Ружейный переулок,3,Смоленская,Смоленская Застава
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300346570/,Москва,sale,flat,2,25,3,72.8,-1,0,24500000,Зюзино,Симферопольский бульвар,30к3,Чертановская,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/297042900/,Москва,sale,flat,3,10,3,173.6,-1,0,165000000,Тверской,Большая Грузинская ,69,Белорусская,Четыре Ветра
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/247174958/,Москва,sale,flat,8,53,3,150.0,-1,0,135000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301563497/,Москва,sale,flat,2,12,3,62.6,-1,0,14800000,Марьино,Донецкая ,26,Курьяново,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/299249837/,Москва,sale,flat,7,7,3,145.2,-1,0,230000000,Якиманка, Большая Полянка,44,Полянка,Полянка/44
TimeProperty,real_estate_agent,https://www.cian.ru/sale/flat/299754349/,Москва,sale,flat,5,5,3,193.0,-1,0,170000000,Замоскворечье,Садовническая ,18,Новокузнецкая,
Алексей Клюев,realtor,https://www.cian.ru/sale/flat/300844348/,Москва,sale,flat,8,25,3,80.0,-1,0,40500000,Раменки,Мичуринский проспект,26,Раменки,
Игорь Мелешенко,realtor,https://www.cian.ru/sale/flat/290284908/,Москва,sale,flat,3,7,3,56.4,-1,0,22700000,Марьина роща,Полковая ,12к1,Савёловская,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/288895889/,Москва,sale,flat,2,19,3,99.0,-1,0,57000000,Хорошево-Мневники,Шелепихинская набережная,34к2зд2,Шелепиха,Сердце Столицы
Диана Мухамедова,realtor,https://www.cian.ru/sale/flat/301627208/,Москва,sale,flat,26,32,3,75.5,-1,0,30000000,Марьино,Донецкая ,30к2,Курьяново,Домашний
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300556446/,Москва,sale,flat,9,20,3,96.0,-1,0,115000000,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/286396664/,Москва,sale,flat,11,15,3,120.0,-1,0,182624799,Дорогомилово,Студенческая ,20к1,Студенческая,
Оксана Васильева,realtor,https://www.cian.ru/sale/flat/301463801/,Москва,sale,flat,21,25,3,77.4,-1,0,22900000,Очаково-Матвеевское,Большая Очаковская ,3,Аминьевская,Мичурино
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/289779271/,Москва,sale,flat,4,8,3,70.0,-1,0,62808883,Хамовники,Смоленский бульвар,22/14,Смоленская,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/291967807/,Москва,sale,flat,5,6,3,106.4,-1,0,94000000,Хамовники,Комсомольский проспект,9А,Парк Культуры,Николаевский дом
Авеню-Мск,real_estate_agent,https://www.cian.ru/sale/flat/300341586/,Москва,sale,flat,8,9,3,58.3,-1,0,12290000,Лосиноостровский,Тайнинская ,26,Медведково,
BY Moscow City,real_estate_agent,https://www.cian.ru/sale/flat/281696626/,Москва,sale,flat,50,75,3,212.0,-1,0,105000000,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/300751207/,Москва,sale,flat,9,18,3,123.7,-1,0,68000000,Пресненский,Шмитовский проезд,20,Москва-Сити,Дом на Пресне
Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/300593977/,Москва,sale,flat,6,20,3,75.8,-1,0,28000000,Нагатинский затон,Нагатинская набережная,44к1,Коломенская,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/297039409/,Москва,sale,flat,9,21,3,116.8,-1,0,125700000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/290706192/,Москва,sale,flat,2,4,3,137.9,-1,0,296485000,Хамовники,Пречистенская набережная,7,Парк Культуры,Кленовый DOM
ID 13751458,homeowner,https://www.cian.ru/sale/flat/299487157/,Москва,sale,flat,7,12,3,64.5,-1,0,17900000,Новогиреево,Федеративный проспект,32К1,Новогиреево,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/301219445/,Москва,sale,flat,3,6,3,118.9,-1,0,240000000,Хамовники,Бутиковский переулок,3,Парк Культуры,Коппер Хаус
Евгений Слинкин,realtor,https://www.cian.ru/sale/flat/288233425/,Москва,sale,flat,3,7,3,74.0,-1,0,27000000,Марьина роща,Октябрьская ,69,Марьина Роща,
BERI,real_estate_agent,https://www.cian.ru/sale/flat/299492949/,Москва,sale,flat,8,12,3,65.7,-1,0,24290000,Раменки,Мичуринский проспект,54К2,Раменки,
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296026359/,Москва,sale,flat,3,19,3,89.0,-1,0,42000000,Красносельский,переулок Докучаев,2с3,Площадь трёх вокзалов,Волга
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/293972109/,Москва,sale,flat,53,73,3,239.0,-1,0,185000000,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/292979032/,Москва,sale,flat,2,4,3,219.2,-1,0,559927636,Видовая кв-ра в е Золотой мили3-комн. квартира,2/4 этаж,2/4 этаж,,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301108938/,Москва,sale,flat,25,34,3,135.0,-1,0,85000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296195763/,Москва,sale,flat,15,44,3,117.0,-1,0,101000000,Раменки,Минская ,2,Минская,Долина Сетунь
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/298845375/,Москва,sale,flat,4,9,3,67.5,-1,0,21200000,Бутырский, Яблочкова,35,Фонвизинская,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/295729701/,Москва,sale,flat,3,19,3,88.4,-1,0,42000000,Красносельский,переулок Докучаев,2с3,Площадь трёх вокзалов,Волга
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/294907870/,Москва,sale,flat,2,7,3,151.3,-1,0,300000000,Хамовники, Плющиха,37,Киевская,Клубный дом Bunin
Анастасия Дегтярева,realtor,https://www.cian.ru/sale/flat/301294321/,Москва,sale,flat,7,9,3,59.5,-1,0,22800000,Кунцево,Молодогвардейская ,1К1,Кунцевская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/293982392/,Москва,sale,flat,3,5,3,164.0,-1,0,200887279,Хамовники, Бурденко,3,Парк Культуры,Дом на Бурденко
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301520901/,Москва,sale,flat,67,79,3,146.0,-1,0,160000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/297363663/,Москва,sale,flat,1,5,3,53.0,-1,0,13800000,Академический,проспект 60-летия Октября,14,Академическая,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/293100672/,Москва,sale,flat,2,5,3,207.4,-1,0,456561999,Тверской,Никольская ,10/2С2б,Лубянка,St. Nickolas
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/283967307/,Москва,sale,flat,9,12,3,101.1,-1,0,75000000,Раменки,проспект Генерала Дорохова,39к1Д,Минская,Собрание клубных домов West Garden
Самолет плюс,real_estate_agent,https://www.cian.ru/sale/flat/301511331/,Москва,sale,flat,10,12,3,82.0,-1,0,26500000,Куркино,Воротынская ,12К1,Молжаниново,
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/300539688/,Москва,sale,flat,59,79,3,113.0,-1,0,83000000,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/297725946/,Москва,sale,flat,29,53,3,191.5,-1,0,228280999,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
BERI,real_estate_agent,https://www.cian.ru/sale/flat/297066005/,Москва,sale,flat,6,8,3,57.4,-1,0,32490000,Хамовники,Зубовский бульвар,16-20С1,Парк Культуры,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/296709454/,Москва,sale,flat,22,47,3,130.0,-1,0,100000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Ашихмин и партнёры,real_estate_agent,https://www.cian.ru/sale/flat/300022362/,Москва,sale,flat,2,9,3,118.0,-1,0,215000000,Хамовники,Малая Пироговская ,12,Спортивная,
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/301103621/,Москва,sale,flat,1,5,3,55.4,-1,0,16200000,Сокольники,Большая Остроумовская ,17,Сокольники,
Vesco Realty,real_estate_agent,https://www.cian.ru/sale/flat/294265604/,Москва,sale,flat,10,14,3,70.2,-1,0,50000000,Раменки,проспект Генерала Дорохова,39к1,Минская,Собрание клубных домов West Garden
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300539718/,Москва,sale,flat,2,5,3,88.0,-1,0,67490000,Замоскворечье, Малая Ордынка,5/6С2-3,Третьяковская,
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299562690/,Москва,sale,flat,12,31,3,82.0,-1,0,39500000,Очаково-Матвеевское,Нежинская ,1к2,Давыдково,Кутузовская Ривьера
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299202379/,Москва,sale,flat,11,58,3,81.0,-1,0,48500000,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,Wellton Towers
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/299373585/,Москва,sale,flat,4,5,3,135.0,-1,0,215000000,Басманный,Потаповский переулок,6,Чистые пруды,Абрикосов
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/296718477/,Москва,sale,flat,3,9,3,51.0,-1,0,15500000,Новогиреево, Алексея Дикого,16А,Новогиреево,
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/272037601/,Москва,sale,flat,14,20,3,94.0,-1,0,53000000,Беговой,Бумажный проезд,4,Белорусская,Клубный дом SOHO+NOHO
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299880493/,Москва,sale,flat,3,28,3,68.0,-1,0,66500000,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog
WHITE BROKER,real_estate_agent,https://www.cian.ru/sale/flat/299899341/,Москва,sale,flat,13,16,3,65.0,-1,0,14500000,Чертаново Южное,Варшавское шоссе,154К4,Аннино,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/298476765/,Москва,sale,flat,7,79,3,90.6,-1,0,85000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
ЗАПАДНЫЙ САД,real_estate_agent,https://www.cian.ru/sale/flat/298830282/,Москва,sale,flat,6,14,3,81.0,-1,0,44359000,Раменки,проспект Генерала Дорохова,39к1Г,Минская,Собрание клубных домов West Garden
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/301258695/,Москва,sale,flat,8,8,3,106.3,-1,0,68000000,Арбат, Арбат,51С1,Смоленская,
WELHOME,real_estate_agent,https://www.cian.ru/sale/flat/298499782/,Москва,sale,flat,15,19,3,108.5,-1,0,99000000,Раменки,Ломоносовский проспект,25к5,Университет,Dominion
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/289915708/,Москва,sale,flat,2,7,3,151.0,-1,0,300000000,Хамовники, Плющиха,37,Киевская,Клубный дом Bunin
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300657061/,Москва,sale,flat,9,9,3,49.1,-1,0,12200000,Дмитровский,Карельский бульвар,2К1,Лианозово,
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/294209268/,Москва,sale,flat,15,18,3,115.0,-1,0,99000000,Раменки,Ломоносовский проспект,25к5,Университет,Dominion
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301553196/,Москва,sale,flat,8,26,3,98.2,-1,0,51950000,Аэропорт,Ленинградский проспект,36с40,Динамо,ВТБ Арена парк
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/300968947/,Москва,sale,flat,2,9,3,63.0,-1,0,13490000,Люблино,Краснодарская ,10,Депо,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300524818/,Москва,sale,flat,51,68,3,101.0,-1,0,109990000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300148343/,Москва,sale,flat,3,15,3,104.0,-1,0,65200000,Аэропорт,Ленинградский проспект,36с39,Петровский Парк,ВТБ Арена парк
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/301303399/,Москва,sale,flat,19,22,3,114.7,-1,0,67500000,Донской, Вавилова,2,Ленинский проспект,Нескучный сад
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299243580/,Москва,sale,flat,15,19,3,107.0,-1,0,99000000,Раменки,Ломоносовский проспект,25к5,Университет,Dominion
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301632839/,Москва,sale,flat,53,79,3,112.9,-1,0,135000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
RMRealty,real_estate_agent,https://www.cian.ru/sale/flat/301335894/,Москва,sale,flat,14,35,3,96.0,-1,0,60500000,Щукино,Авиационная ,79Б,Щукинская,Алые Паруса
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/297577752/,Москва,sale,flat,10,53,3,94.3,-1,0,67000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
