author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
ID 413522,realtor,https://www.cian.ru/sale/flat/301734984/,Москва,sale,flat,7,12,2,78.0,-1,0,102999000,Хамовники, Ефремова,10,Фрунзенская,Садовые кварталы
Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/301247847/,Москва,sale,flat,15,77,2,98.0,-1,0,90000000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
ФЛИП,real_estate_agent,https://www.cian.ru/sale/flat/301037762/,Москва,sale,flat,8,9,2,44.0,-1,0,10000000,Головинский, Лавочкина,16К1,Речной вокзал,
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/276019027/,Москва,sale,flat,6,6,2,130.0,-1,0,58000000,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
ID 413522,realtor,https://www.cian.ru/sale/flat/301734996/,Москва,sale,flat,7,14,2,95.0,-1,0,166990000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Барно Турсунова,realtor,https://www.cian.ru/sale/flat/299059276/,Москва,sale,flat,5,17,2,51.1,-1,0,14980000,Останкинский,Березовая аллея,19к6,Ботанический сад,Апарт-комплекс Легендарный квартал
ID 413522,realtor,https://www.cian.ru/sale/flat/301735020/,Москва,sale,flat,10,21,2,54.0,-1,0,61800000,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/298050405/,Москва,sale,flat,7,9,2,108.3,-1,0,194940000,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/298979500/,Москва,sale,flat,8,9,2,43.2,-1,0,6600000,,,22,Апрелевка,
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/300822469/,Москва,sale,flat,3,21,2,51.0,-1,0,52000000,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
ID 25751693,realtor,https://www.cian.ru/sale/flat/299894208/,Москва,sale,flat,12,12,2,77.4,-1,0,34868700,Таганский, Рогожский Вал,10,Площадь Ильича,Рогожский вал 12
OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/301521883/,Москва,sale,flat,6,12,2,57.0,-1,0,10400000,, Харлампиева,44,Филатов Луг,Спортивный квартал
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/295277285/,Москва,sale,flat,6,6,2,122.3,-1,0,68000000,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
ID 111240424,homeowner,https://www.cian.ru/sale/flat/300143306/,Москва,sale,flat,38,52,2,63.0,-1,0,36000000,Пресненский,Шмитовский проезд,39к1,Шелепиха,Headliner
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/301119738/,Москва,sale,flat,12,17,2,53.0,-1,0,9200000,Крюково,Зеленоград,к1546,Зеленоград — Крюково,
Premium Moscow,real_estate_agent,https://www.cian.ru/sale/flat/301734696/,Москва,sale,flat,5,14,2,129.5,-1,0,147800000,Хамовники, Усачева,11Е,Спортивная,Садовые кварталы
Premium Moscow,real_estate_agent,https://www.cian.ru/sale/flat/301734726/,Москва,sale,flat,3,6,2,127.4,-1,0,189000000,Хамовники,переулок Хилков,5,Парк Культуры,Особняк в Хилковом переулке
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301405653/,Москва,sale,flat,2,5,2,55.1,-1,0,14700000,Фили-Давыдково, Алексея Свиридова,13К2,Кунцевская,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/300652339/,Москва,sale,flat,8,9,2,55.7,-1,0,40000000,Тверской,1-я Тверская-Ямская ,28,Белорусская,
ID 413522,realtor,https://www.cian.ru/sale/flat/301754881/,Москва,sale,flat,7,8,2,142.8,-1,0,213700000,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский
Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/301458215/,Москва,sale,flat,4,9,2,45.8,-1,0,16900000,Алексеевский, Космонавтов,22,ВДНХ,
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/301680518/,Москва,sale,flat,8,11,2,142.0,-1,0,229559749,Хамовники, Усачева,2С3,Фрунзенская,Фьюжн парк
Life Style,real_estate_agent,https://www.cian.ru/sale/flat/294212104/,Москва,sale,flat,34,78,2,76.1,-1,0,62000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
Реалист,real_estate_agent,https://www.cian.ru/sale/flat/301562170/,Москва,sale,flat,4,5,2,53.5,-1,0,7500000,,,5,Прокшино,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301478855/,Москва,sale,flat,3,5,2,69.3,-1,0,52000000,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/301680524/,Москва,sale,flat,5,14,2,100.1,-1,0,125000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/296564566/,Москва,sale,flat,4,5,2,44.3,-1,0,5600000,,,5,Подольск,
ID 413522,realtor,https://www.cian.ru/sale/flat/301734988/,Москва,sale,flat,9,15,2,97.25,-1,0,125290000,Хамовники, Усачева,15,Спортивная,Садовые кварталы
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/301680554/,Москва,sale,flat,9,14,2,99.71,-1,0,118450000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/301591821/,Москва,sale,flat,9,12,2,38.0,-1,0,15100000,Черемушки,Севастопольский проспект,50/11,Зюзино,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301565559/,Москва,sale,flat,5,21,2,117.0,-1,0,120000000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/301680552/,Москва,sale,flat,8,14,2,100.0,-1,0,113300000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
ID 86900871,realtor,https://www.cian.ru/sale/flat/297947020/,Москва,sale,flat,2,3,2,46.3,-1,0,56000000,Басманный, Маросейка,11/4С1,Китай-город,
RND,real_estate_agent,https://www.cian.ru/sale/flat/301423340/,Москва,sale,flat,7,19,2,83.0,-1,0,72900000,Пресненский, Пресненский Вал,21,Белорусская,Пресненский вал 21
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301677085/,Москва,sale,flat,9,17,2,53.5,-1,0,18700000,Левобережный,Ленинградское шоссе,108к2,Беломорская,
Choice Estate,real_estate_agent,https://www.cian.ru/sale/flat/298409167/,Москва,sale,flat,14,21,2,60.0,-1,0,63786169,Пресненский,Лаки жилой квартал,,Улица 1905 года,
RND,real_estate_agent,https://www.cian.ru/sale/flat/298253114/,Москва,sale,flat,4,21,2,65.1,-1,0,68500000,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
Людмила Геберт,realtor,https://www.cian.ru/sale/flat/301652063/,Москва,sale,flat,3,9,2,35.0,-1,0,12150000,Свиблово, Седова,13К1,Ботанический сад,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/289779246/,Москва,sale,flat,30,37,2,69.5,-1,0,40000000,Хорошево-Мневники,Шелепихинская набережная,34к1зд4,Шелепиха,Сердце Столицы
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/298308357/,Москва,sale,flat,12,79,2,61.0,-1,0,57000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
Доступная Недвижимость. 8 отдел,real_estate_agent,https://www.cian.ru/sale/flat/300822574/,Москва,sale,flat,5,14,2,47.0,-1,0,14700000,Аэропорт, 4-я 8 Марта,4к2,Гражданская,
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/299134800/,Москва,sale,flat,5,20,2,65.1,-1,0,70000000,Пресненский, Костикова,4к6,Улица 1905 года,Lucky
ID 413522,realtor,https://www.cian.ru/sale/flat/301734987/,Москва,sale,flat,9,14,2,99.71,-1,0,101999000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
ID 76757330,homeowner,https://www.cian.ru/sale/flat/301702824/,Москва,sale,flat,2,9,2,53.5,-1,0,15000000,Восточное Дегунино,Дубнинская ,16К1,Дегунино,
ID 413522,realtor,https://www.cian.ru/sale/flat/301734946/,Москва,sale,flat,1,7,2,62.0,-1,0,82400000,Якиманка, Большая Полянка,44/2,Полянка,Полянка/44
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/298050415/,Москва,sale,flat,11,13,2,83.0,-1,0,100000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Евгений Подгорнов,realtor,https://www.cian.ru/sale/flat/301341551/,Москва,sale,flat,3,14,2,60.0,-1,0,14500000,Марьино,Белореченская ,37К2,Люблино,
ID 413522,realtor,https://www.cian.ru/sale/flat/301734978/,Москва,sale,flat,8,14,2,100.0,-1,0,111999000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/289779311/,Москва,sale,flat,3,25,2,43.2,-1,0,18500000,Филевский парк,Береговой проезд,5к2,Фили,Фили Град
ID 68159956,homeowner,https://www.cian.ru/sale/flat/300012303/,Москва,sale,flat,14,16,2,51.5,-1,0,16880000,Лефортово,Авиамоторная ,34К1,Авиамоторная,
ID 104053634,homeowner,https://www.cian.ru/sale/flat/299900027/,Москва,sale,flat,21,26,2,87.0,-1,0,37000000,Хорошевский,проезд Березовой Рощи,12,ЦСКА,Гранд-парк
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/295467334/,Москва,sale,flat,5,10,2,106.2,-1,0,70000000,Хамовники, Пречистенка,40/2С4,Парк Культуры,
Алексей Дорошевич,realtor,https://www.cian.ru/sale/flat/301311609/,Москва,sale,flat,2,17,2,54.0,-1,0,13800000,Некрасовка,проспект Защитников Москвы,1,Некрасовка,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/298615837/,Москва,sale,flat,25,33,2,68.2,-1,0,36000000,Хорошево-Мневники,Причальный проезд,10,Шелепиха,Level Причальный
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299509241/,Москва,sale,flat,24,24,2,57.4,-1,0,39300000,Хорошево-Мневники,Шелепихинская набережная,34к3зд7,Шелепиха,Сердце Столицы
ID 66980805,unknown,https://www.cian.ru/sale/flat/300077283/,Москва,sale,flat,10,16,2,40.9,-1,0,13750000,Даниловский,Автозаводская ,23С120,ЗИЛ,Парк Легенд
One Click Property,real_estate_agent,https://www.cian.ru/sale/flat/293612862/,Москва,sale,flat,9,9,2,131.6,-1,0,57000000,Басманный,Нижняя Красносельская ,35С49,Бауманская,Лофтек
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/300942839/,Москва,sale,flat,2,7,2,82.6,-1,0,40000000,Беговой,Ленинградский проспект,15С28,Белорусская,Bolshevik
ID 13184731,realtor,https://www.cian.ru/sale/flat/301310331/,Москва,sale,flat,6,14,2,43.0,-1,0,13700000,Люблино,Высотный проезд,4,Люблино,
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/295800676/,Москва,sale,flat,4,17,2,44.5,-1,0,40000000,Пресненский,Звенигородское шоссе,11,Улица 1905 года,Дизайнерский дом Eleven
ID 85604823,unknown,https://www.cian.ru/sale/flat/299429352/,Москва,sale,flat,38,51,2,63.0,-1,0,36000000,Пресненский,Шмитовский проезд,39к8,Шелепиха,Headliner
ID 217145,realtor,https://www.cian.ru/sale/flat/300789381/,Москва,sale,flat,10,12,2,64.5,-1,0,20990000,Соколиная гора,Щербаковская ,16,Семёновская,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/289514736/,Москва,sale,flat,2,5,2,64.0,-1,0,166400000,Хамовники,Пречистенская набережная,43,Кропоткинская,Carré Blanc
ID 88506405,homeowner,https://www.cian.ru/sale/flat/296171171/,Москва,sale,flat,2,21,2,46.0,-1,0,23500000,Хорошевский, Зорге,9Ак1,Зорге,
Адресъ-недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301209198/,Москва,sale,flat,5,5,2,58.4,-1,0,14500000,Измайлово,Верхняя Первомайская ,6к3,Первомайская,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/301258691/,Москва,sale,flat,2,21,2,57.23,-1,0,63000000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/272003903/,Москва,sale,flat,5,6,2,43.0,-1,0,27999000,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/301679038/,Москва,sale,flat,3,16,2,54.6,-1,0,12300000,Гольяново,Красноярская ,1,Щёлковская,
САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/301734845/,Москва,sale,flat,7,15,2,120.0,-1,0,140000000,Хамовники, Усачева,15,Спортивная,Садовые кварталы
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/272186797/,Москва,sale,flat,11,24,2,46.5,-1,0,21900000,Головинский,Головинское шоссе,11,Водный стадион,Талисман на Водном
BERI,real_estate_agent,https://www.cian.ru/sale/flat/297563187/,Москва,sale,flat,10,14,2,46.3,-1,0,15490000,Свиблово, Амундсена,16К2,Свиблово,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/298977332/,Москва,sale,flat,4,21,2,55.7,-1,0,49100000,Пресненский,2-я Черногрязская ,6к4,Улица 1905 года,RedSide
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/297131630/,Москва,sale,flat,3,13,2,69.23,-1,0,52000000,Раменки,проспект Генерала Дорохова,39к1,Минская,Собрание клубных домов West Garden
ID 13220074,homeowner,https://www.cian.ru/sale/flat/301434800/,Москва,sale,flat,4,9,2,37.1,-1,0,13490000,Кузьминки,Зеленодольская ,15К2,Кузьминки,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/301655618/,Москва,sale,flat,1,11,2,74.13,-1,0,100000000,Дорогомилово,,3к2,Парк Победы,Виктори Парк Резиденсез ЖК
ID 413522,realtor,https://www.cian.ru/sale/flat/301735012/,Москва,sale,flat,3,12,2,65.6,-1,0,82000000,Раменки,Мосфильмовская ,1сА,Ломоносовский проспект,Вишневый сад
Алия Хайрова,realtor,https://www.cian.ru/sale/flat/301459327/,Москва,sale,flat,2,9,2,37.1,-1,0,14000000,Нагатино-Садовники,Варшавское шоссе,57,Нагатинская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300701528/,Москва,sale,flat,11,41,2,67.1,-1,0,33000000,Хорошево-Мневники,Шелепихинская набережная,34к6,Шелепиха,Сердце Столицы
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/294226335/,Москва,sale,flat,25,73,2,105.0,-1,0,70000000,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301593910/,Москва,sale,flat,5,19,2,54.9,-1,0,9750000,Молжаниновский,Синявинская ,11к15,Новоподрезково,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300983679/,Москва,sale,flat,13,21,2,90.0,-1,0,56700000,Раменки,Мосфильмовская ,88к4,Раменки,Мосфильмовский
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/299655879/,Москва,sale,flat,14,24,2,46.0,-1,0,31000000,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301614540/,Москва,sale,flat,5,9,2,43.0,-1,0,13000000,Перово,1-я Владимирская ,9,Перово,
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/300577056/,Москва,sale,flat,35,78,2,83.0,-1,0,63000000,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/295000303/,Москва,sale,flat,6,7,2,57.0,-1,0,33700000,Замоскворечье, Павла Андреева,28К7,Шаболовская,
Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/300666704/,Москва,sale,flat,5,9,2,42.3,-1,0,16490000,Останкинский,2-я Новоостанкинская ,15,Улица Академика Королёва,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300610100/,Москва,sale,flat,3,24,2,70.0,-1,0,46500000,Хорошево-Мневники,Шелепихинская набережная,34к3зд7,Шелепиха,Сердце Столицы
Метриум-Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/293947936/,Москва,sale,flat,3,9,2,65.6,-1,0,82000000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/301233705/,Москва,sale,flat,6,12,2,46.7,-1,0,16990000,Тимирязевский,проезд Соломенной Сторожки,12А,Гражданская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300670564/,Москва,sale,flat,4,37,2,74.7,-1,0,46500000,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
ID 87186348,realtor,https://www.cian.ru/sale/flat/301378085/,Москва,sale,flat,7,9,2,45.4,-1,0,14750000,Рязанский, Академика Скрябина,16К2,Рязанский проспект,
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300681382/,Москва,sale,flat,8,12,2,51.7,-1,0,10350000,Силино,Зеленоград,к1106,Зеленоград — Крюково,
ID 109135729,realtor,https://www.cian.ru/sale/flat/300650872/,Москва,sale,flat,3,15,2,58.54,-1,0,61000000,Пресненский,Лаки жилой квартал,,Улица 1905 года,Lucky
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/282550588/,Москва,sale,flat,6,8,2,59.0,-1,0,68000000,Раменки,Мосфильмовская ,1А,Фрунзенская,Вишневый сад
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/300820560/,Москва,sale,flat,10,12,2,44.0,-1,0,10800000,Дмитровский,Клязьминская ,4,Грачёвская,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300558907/,Москва,sale,flat,9,9,2,50.0,-1,0,30000000,Хамовники,3-я Фрунзенская ,17,Спортивная,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301520906/,Москва,sale,flat,18,79,2,71.8,-1,0,53000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
RED,real_estate_agent,https://www.cian.ru/sale/flat/301696967/,Москва,sale,flat,9,9,2,45.1,-1,0,10350000,Выхино-Жулебино,Ферганская ,24,Юго-Восточная,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/297313098/,Москва,sale,flat,3,21,2,56.6,-1,0,58298000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/287929947/,Москва,sale,flat,7,22,2,75.0,-1,0,40000000,Раменки,Минская ,1ГК1,Ломоносовский проспект,Золотые Ключи 2
Маленков недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300099334/,Москва,sale,flat,8,14,2,40.8,-1,0,14900000,Очаково-Матвеевское,Озерная ,29К1,Озёрная,
Навигатор недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/297124945/,Москва,sale,flat,11,12,2,46.9,-1,0,13200000,Зябликово, Мусы Джалиля,15К1,Шипиловская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299509244/,Москва,sale,flat,9,41,2,64.2,-1,0,41500000,Хорошево-Мневники,Шелепихинская набережная,34к6,Шелепиха,Сердце Столицы
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298566231/,Москва,sale,flat,3,9,2,44.4,-1,0,10750000,Коптево,Большая Академическая ,77К1,Лихоборы,
Unique,real_estate_agent,https://www.cian.ru/sale/flat/296203976/,Москва,sale,flat,6,9,2,60.0,-1,0,19200000,, Ясеневая,1к1,Ольховая,Дубровка
Алина Валиуллина,realtor,https://www.cian.ru/sale/flat/301402968/,Москва,sale,flat,5,12,2,52.0,-1,0,31950000,Мещанский,переулок Васнецова,3,Цветной бульвар,
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/300475447/,Москва,sale,flat,5,9,2,47.0,-1,0,9500000,Савёлки,Зеленоград,к360,Зеленоград — Крюково,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300061949/,Москва,sale,flat,8,9,2,55.7,-1,0,40000000,Тверской,1-я Тверская-Ямская ,28,Белорусская,
Виктория Цибина,realtor,https://www.cian.ru/sale/flat/301152856/,Москва,sale,flat,16,22,2,55.4,-1,0,21500000,Хорошевский,1-я Магистральная ,25,Хорошёвская,Сити-комплекс Мята
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300539730/,Москва,sale,flat,2,8,2,65.0,-1,0,37000000,Басманный,Чистопрудный бульвар,12К2,Чистые пруды,
ID 107328710,realtor,https://www.cian.ru/sale/flat/296723055/,Москва,sale,flat,9,9,2,49.0,-1,0,37000000,Арбат,Смоленская ,10,Смоленская,
Римарком Владис,real_estate_agent,https://www.cian.ru/sale/flat/298636924/,Москва,sale,flat,6,14,2,51.7,-1,0,10990000,Южное Бутово,2-я Мелитопольская ,21К3,Бутово,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300539841/,Москва,sale,flat,2,15,2,74.0,-1,0,39000000,Аэропорт,Ленинградский проспект,36с39,Динамо,ВТБ Арена парк
Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/301266076/,Москва,sale,flat,5,16,2,44.0,-1,0,42000000,Беговой, 1-я Ямского Поля,1к1,Белорусская,Slava
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/300048777/,Москва,sale,flat,5,5,2,45.2,-1,0,11250000,Царицыно, Бехтерева,35К2,Царицыно,
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/297875183/,Москва,sale,flat,10,79,2,62.0,-1,0,53500000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
TimeProperty,real_estate_agent,https://www.cian.ru/sale/flat/292945866/,Москва,sale,flat,5,15,2,57.4,-1,0,33000000,Якиманка, Шаболовка,23к2,Шаболовская,Созвездие Капитал-1
Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/300663312/,Москва,sale,flat,3,9,2,35.0,-1,0,13990000,Свиблово, Амундсена,8,Свиблово,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/300194618/,Москва,sale,flat,3,21,2,56.6,-1,0,58300000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/301038611/,Москва,sale,flat,5,13,2,78.0,-1,0,99000000,Хамовники,Погодинская ,2,Киевская,GRAND DELUXE на Плющихе
ID 75089457,unknown,https://www.cian.ru/sale/flat/300774268/,Москва,sale,flat,9,12,2,40.0,-1,0,14900000,Котловка,Нахимовский проспект,25К3,Нахимовский проспект,
ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/297894351/,Москва,sale,flat,6,7,2,95.0,-1,0,130000000,Хамовники, Льва Толстого,23к1,Парк Культуры,Литератор
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301520504/,Москва,sale,flat,2,21,2,116.0,-1,0,142000000,Пресненский, Костикова,4к3,Улица 1905 года,Lucky
Бест офис на Таганской,real_estate_agent,https://www.cian.ru/sale/flat/301227982/,Москва,sale,flat,5,14,2,54.0,-1,0,15000000,Южное Тушино, Свободы,40К1,Сходненская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/294965189/,Москва,sale,flat,13,21,2,70.0,-1,0,44000000,Филевский парк,Береговой проезд,5С1,Фили,Фили Град
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/294457758/,Москва,sale,flat,43,73,2,123.0,-1,0,149000000,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS
Никита Гаврилов,realtor,https://www.cian.ru/sale/flat/300346058/,Москва,sale,flat,15,16,2,55.0,-1,0,17690000,Чертаново Центральное,Варшавское шоссе,142К1,Пражская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300818414/,Москва,sale,flat,8,9,2,55.7,-1,0,40000000,Тверской,1-я Тверская-Ямская ,28,Белорусская,
САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/301734839/,Москва,sale,flat,9,15,2,97.25,-1,0,125740000,Хамовники, Усачева,15,Спортивная,Садовые кварталы
Брусника Обмен,real_estate_agent,https://www.cian.ru/sale/flat/301578945/,Москва,sale,flat,2,12,2,44.8,-1,0,12200000,Нагатинский затон,Нагатинская набережная,60К2,Коломенская,
Центр Недвижимости Татьяны Анисимовой,real_estate_agent,https://www.cian.ru/sale/flat/300146578/,Москва,sale,flat,8,12,2,46.8,-1,0,13500000,Котловка,Нагорная ,25К2,Нагорная,
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301355128/,Москва,sale,flat,4,19,2,43.5,-1,0,23824000,Хорошево-Мневники,проспект Маршала Жукова,39Ак2,Народное Ополчение,Wellton park
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/301567824/,Москва,sale,flat,1,9,2,37.2,-1,0,13000000,Басманный,Аптекарский переулок,15,Бауманская,
ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/301628710/,Москва,sale,flat,2,5,2,75.1,-1,0,84500000,Замоскворечье,Большой Ордынский переулок,4С4,Третьяковская,Собрание клубных домов ORDYNKA
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/299151784/,Москва,sale,flat,28,58,2,52.0,-1,0,33200000,Хорошево-Мневники, Народного Ополчения,15К1,Народное Ополчение,Wellton Towers
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301700351/,Москва,sale,flat,10,12,2,48.0,-1,0,15290000,Бескудниковский,Бескудниковский бульвар,40К1,Яхромская,
EXCLUSIVE CITY,real_estate_agent,https://www.cian.ru/sale/flat/298381402/,Москва,sale,flat,8,21,2,51.0,-1,0,45000000,Пресненский,набережная Пресненская,10с2,Деловой центр,МФК IQ-квартал
На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/300568713/,Москва,sale,flat,4,6,2,137.0,-1,0,310200000,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT
Макспол Парк Культуры,real_estate_agent,https://www.cian.ru/sale/flat/301314745/,Москва,sale,flat,12,17,2,53.2,-1,0,16000000,Тропарево-Никулино,Никулинская ,15К1,Озёрная,
CITYZEN,real_estate_agent,https://www.cian.ru/sale/flat/301499961/,Москва,sale,flat,26,85,2,92.0,-1,0,50000000,Пресненский,1-й Красногвардейский проезд,21с2,Деловой центр,МФК ОКО
Leto Estate,real_estate_agent,https://www.cian.ru/sale/flat/299110435/,Москва,sale,flat,9,9,2,47.7,-1,0,14500000,Восточное Измайлово,11-я Парковая ,9/35,Первомайская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301012395/,Москва,sale,flat,3,7,2,91.2,-1,0,90000000,Басманный,Гороховский переулок,12с5,Курская,Гороховский 12
Космополис,real_estate_agent,https://www.cian.ru/sale/flat/301250114/,Москва,sale,flat,5,5,2,44.9,-1,0,19990000,Басманный,Сыромятнический проезд,7/14,Чкаловская,
